testId,id,question,domain,explanation,score,createdAt,status
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1VNX80,Cost leadership strategy relies on:,Business Administration,Cost leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1VQWQ8,A mission statement defines:,Business Administration,Mission purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1VSQA8,Change management aims to:,Business Administration,Managing change.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1VVGY0,Which function of management involves setting objectives?,Business Administration,Planning defines objectives.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1VZGVR,SWOT analysis is used to assess:,Business Administration,SWOT analysis.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1W1ECG,Which is an example of a controllable cost?,Business Administration,Direct labor varies with output.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1W361R,Span of control refers to:,Business Administration,Span of control.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T20001H0Q1FW1W8KW8,Which leadership style encourages participation?,Business Administration,Democratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T30001H0Q1FW1WAMAR,KPIs are primarily used to:,Business Administration,KPIs measure results.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T30001H0Q1FW1WCFX0,Maslow’s hierarchy focuses on:,Business Administration,Motivation theory.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T30001H0Q1FW1WE7J8,Cost leadership strategy relies on:,Business Administration,Cost leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T30001H0Q1FW1WG530,A mission statement defines:,Business Administration,Mission purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T10001H0Q1FW1TFQJ8,01KCXGG0T30001H0Q1FW1WHXQG,Change management aims to:,Business Administration,Managing change.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WKPC0,Which function of management involves setting objectives?,Business Administration,Planning defines objectives.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WNE18,SWOT analysis is used to assess:,Business Administration,SWOT analysis.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WQ4Q8,Which is an example of a controllable cost?,Business Administration,Direct labor varies with output.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WRWCG,Span of control refers to:,Business Administration,Span of control.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WTM1R,Which leadership style encourages participation?,Business Administration,Democratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WWBQ0,KPIs are primarily used to:,Business Administration,KPIs measure results.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WY6A0,Maslow’s hierarchy focuses on:,Business Administration,Motivation theory.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1WZXZ8,Cost leadership strategy relies on:,Business Administration,Cost leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1X1NMG,A mission statement defines:,Business Administration,Mission purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1X3D9R,Change management aims to:,Business Administration,Managing change.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1X53ZR,Which function of management involves setting objectives?,Business Administration,Planning defines objectives.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T30001H0Q1FW1X6VN0,SWOT analysis is used to assess:,Business Administration,SWOT analysis.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1X8R6G,Which is an example of a controllable cost?,Business Administration,Direct labor varies with output.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XAFVR,Span of control refers to:,Business Administration,Span of control.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XC9FG,Which leadership style encourages participation?,Business Administration,Democratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XE14R,KPIs are primarily used to:,Business Administration,KPIs measure results.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XFQTR,Maslow’s hierarchy focuses on:,Business Administration,Motivation theory.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XHFG0,Cost leadership strategy relies on:,Business Administration,Cost leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XK660,A mission statement defines:,Business Administration,Mission purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XNDF8,Change management aims to:,Business Administration,Managing change.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XQ54G,Which function of management involves setting objectives?,Business Administration,Planning defines objectives.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XT0Y0,SWOT analysis is used to assess:,Business Administration,SWOT analysis.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XW0D8,Which is an example of a controllable cost?,Business Administration,Direct labor varies with output.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XXT10,Span of control refers to:,Business Administration,Span of control.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1XZHP8,Which leadership style encourages participation?,Business Administration,Democratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1Y1G68,KPIs are primarily used to:,Business Administration,KPIs measure results.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1Y3CQR,Maslow’s hierarchy focuses on:,Business Administration,Motivation theory.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1Y52EG,Cost leadership strategy relies on:,Business Administration,Cost leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T40001H0Q1FW1Y6R58,A mission statement defines:,Business Administration,Mission purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T30001H0Q1FW1WKFH8,01KCXGG0T50001H0Q1FW1Y8CWR,Change management aims to:,Business Administration,Managing change.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YA2KG,The accounting equation is:,Accounting,Accounting equation.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YBRA8,Which account increases with a debit?,Accounting,Assets increase with debit.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YDD1R,Depreciation is used to:,Accounting,Depreciation purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YF2RG,Which statement shows financial position?,Accounting,Balance sheet.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YGSEG,Accounts receivable represents:,Accounting,Receivables.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YJF58,Which is a current asset?,Accounting,Current asset.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YM4W0,Accrual accounting recognizes revenue when:,Accounting,Accrual principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YNSKG,Gross profit equals:,Accounting,Gross profit.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YQFA8,Which account is closed at period end?,Accounting,Temporary account.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YS510,Audit objective ensures:,Accounting,Audit purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1YTTQR,The accounting equation is:,Accounting,Accounting equation.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1Z0R68,Which account increases with a debit?,Accounting,Assets increase with debit.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1Z388R,Depreciation is used to:,Accounting,Depreciation purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T50001H0Q1FW1Z59PG,Which statement shows financial position?,Accounting,Balance sheet.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1Z7778,Accounts receivable represents:,Accounting,Receivables.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1Z90V0,Which is a current asset?,Accounting,Current asset.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZATER,Accrual accounting recognizes revenue when:,Accounting,Accrual principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZCTX8,Gross profit equals:,Accounting,Gross profit.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZEPFG,Which account is closed at period end?,Accounting,Temporary account.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZGF40,Audit objective ensures:,Accounting,Audit purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZJ6S8,The accounting equation is:,Accounting,Accounting equation.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZKYEG,Which account increases with a debit?,Accounting,Assets increase with debit.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZNM58,Depreciation is used to:,Accounting,Depreciation purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZQCSR,Which statement shows financial position?,Accounting,Balance sheet.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZS6DG,Accounts receivable represents:,Accounting,Receivables.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZTX3G,Which is a current asset?,Accounting,Current asset.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZWJT8,Accrual accounting recognizes revenue when:,Accounting,Accrual principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW1ZYAFG,Gross profit equals:,Accounting,Gross profit.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW20015G,Which account is closed at period end?,Accounting,Temporary account.,1,2025-12-20T00:00:00Z,active
01KCXGG0T50001H0Q1FW1Y9VRR,01KCXGG0T60001H0Q1FW201QVG,Audit objective ensures:,Accounting,Audit purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T60001H0Q1FW203EHG,The accounting equation is:,Accounting,Accounting equation.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW20B3N8,Which account increases with a debit?,Accounting,Assets increase with debit.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW20F1MG,Depreciation is used to:,Accounting,Depreciation purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW20JA48,Which statement shows financial position?,Accounting,Balance sheet.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW20NDQR,Accounts receivable represents:,Accounting,Receivables.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW20SSCG,Which is a current asset?,Accounting,Current asset.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW20XX78,Accrual accounting recognizes revenue when:,Accounting,Accrual principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW210R1G,Gross profit equals:,Accounting,Gross profit.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T70001H0Q1FW212NJ8,Which account is closed at period end?,Accounting,Temporary account.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW214F60,Audit objective ensures:,Accounting,Audit purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW2166V8,The accounting equation is:,Accounting,Accounting equation.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW217YGG,Which account increases with a debit?,Accounting,Assets increase with debit.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW219P5R,Depreciation is used to:,Accounting,Depreciation purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21BCVR,Which statement shows financial position?,Accounting,Balance sheet.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21D2JG,Accounts receivable represents:,Accounting,Receivables.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21ES8G,Which is a current asset?,Accounting,Current asset.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21GKVG,Accrual accounting recognizes revenue when:,Accounting,Accrual principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21JAHG,Gross profit equals:,Accounting,Gross profit.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21M088,Which account is closed at period end?,Accounting,Temporary account.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21NMZR,Audit objective ensures:,Accounting,Audit purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21QBNR,The accounting equation is:,Accounting,Accounting equation.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21S0D8,Which account increases with a debit?,Accounting,Assets increase with debit.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21TQ38,Depreciation is used to:,Accounting,Depreciation purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21WMM0,Which statement shows financial position?,Accounting,Balance sheet.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW21YBA0,Accounts receivable represents:,Accounting,Receivables.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T80001H0Q1FW2204XR,Which is a current asset?,Accounting,Current asset.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T90001H0Q1FW221TMG,Accrual accounting recognizes revenue when:,Accounting,Accrual principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T90001H0Q1FW223HAG,Gross profit equals:,Accounting,Gross profit.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T90001H0Q1FW225AY8,Which account is closed at period end?,Accounting,Temporary account.,1,2025-12-20T00:00:00Z,active
01KCXGG0SP0001H0Q1FW1GGERR,01KCXGG0T90001H0Q1FW2275H8,Audit objective ensures:,Accounting,Audit purpose.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23FBNG,What is 15% of 80?,Mathematics,15% = 0.15; 0.15×80 = 12.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23HB4R,Solve for x: 3x + 5 = 20,Mathematics,"3x = 15, so x = 5.",1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23K6Q0,"If f(x)=2x−1, what is f(6)?",Mathematics,f(6)=2×6−1=11.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23N0AR,"What is the slope of the line passing through (2,3) and (6,11)?",Mathematics,Slope = (11−3)/(6−2)=8/4=2.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23PR00,Simplify: (x^2)(x^3),Mathematics,Multiply same base → add exponents: 2+3=5.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23RFN8,Which fraction is equivalent to 0.125?,Mathematics,0.125 = 125/1000 = 1/8.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23T6B8,What is the area of a circle with radius 3? (Use π),Mathematics,Area = πr² = π×9 = 9π.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TA0001H0Q1FW23W0Y8,Evaluate: 2^5,Mathematics,2^5 = 32.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW23YG1G,"In Python, what does len([1,2,3]) return?",Computer Science,The list has 3 elements.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW2406QG,Which data structure is LIFO?,Computer Science,Stack is Last-In-First-Out.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW241XDG,What is the output of: for i in range(3): print(i),Computer Science,"range(3) yields 0,1,2.",1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW243M3G,Big-O of binary search on a sorted array is:,Computer Science,Binary search halves the search space each step.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW245ASG,Which is a correct Boolean expression in most languages?,Computer Science,Equality comparison commonly uses ==.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW246ZH0,What does 'immutable' mean?,Computer Science,Immutable objects cannot be modified after they are created.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW248N7R,Which sorting algorithm is typically O(n^2) in the average case?,Computer Science,Bubble sort is O(n^2) average/worst.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24ACX0,"In Python, what does 'break' do inside a loop?",Computer Science,break exits the loop.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24C2KR,Which measure of central tendency is most robust to outliers?,Data & Analytics,Median is less affected by extreme values.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24DS9R,A 'bar chart' is best for showing:,Data & Analytics,Bar charts compare categories.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24FF0G,"If correlation between X and Y is -0.9, it indicates:",Data & Analytics,Correlation close to -1 means strong negative association.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24H5PG,"In a dataset, a 'feature' usually means:",Data & Analytics,Features are input variables.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24JWCG,What does a p-value represent (in simple terms)?,Data & Analytics,It measures how surprising the data is under the null hypothesis.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24MJ38,Which SQL clause filters rows before aggregation?,Databases,WHERE filters rows before GROUP BY.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24P8S8,Which key uniquely identifies each row in a table?,Databases,Primary key uniquely identifies rows.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24R3C8,What does JOIN do in SQL?,Databases,JOIN combines rows across tables using a join condition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24ST28,Which normal form mainly reduces repeating groups and ensures atomic columns?,Databases,1NF enforces atomic values and removes repeating groups.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TB0001H0Q1FW24VFS0,Which index structure is commonly used to speed up range queries?,Databases,B-trees support ordered traversal for ranges.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TC0001H0Q1FW24X5FR,"In supervised learning, the model is trained using:",Artificial Intelligence,Supervised learning uses labeled examples.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TC0001H0Q1FW24YT78,Which metric is commonly used for classification accuracy?,Artificial Intelligence,Accuracy measures correct predictions / total.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TC0001H0Q1FW250FY0,"If all A are B, and all B are C, then:",Logic & Reasoning,Transitive property: A ⊆ B and B ⊆ C implies A ⊆ C.,1,2025-12-20T00:00:00Z,active
01KCXGG0TA0001H0Q1FW23F3VG,01KCXGG0TC0001H0Q1FW2525MR,"A statement is TRUE, and its negation is:",Logic & Reasoning,Negation of a true statement is false.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW253WAR,Solve: 2(x − 4) = 10,Mathematics,2x−8=10 → 2x=18 → x=9.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW255H28,What is the value of (3/4) ÷ (2/3)?,Mathematics,Divide by a fraction → multiply by its reciprocal: (3/4)*(3/2)=9/8.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW2576S0,If log10(1000)=?,Mathematics,10^3=1000 so log10(1000)=3.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW258XF0,Which is the solution set of x^2 = 16?,Mathematics,Both 4 and -4 square to 16.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25AK5R,"What is the next number in the sequence: 2, 6, 18, 54, ... ?",Mathematics,Each term ×3 → 54×3=162.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25C7X8,Derivative of 5x (with respect to x) is:,Mathematics,d/dx(5x)=5.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25DXM0,"If a right triangle has legs 6 and 8, its hypotenuse is:",Mathematics,Pythagorean theorem: sqrt(36+64)=sqrt(100)=10.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25FKAR,Convert 0.3 repeating (0.333...) to a fraction:,Mathematics,0.333... = 1/3.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25KGAR,Which concept best describes a function calling itself?,Computer Science,Recursion is self-calling.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25N800,"In Big-O, which grows fastest as n increases?",Computer Science,"n^2 grows faster than n, log n, or constant.",1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25PYP0,What is the output of: 'hello'[1:4] in Python?,Computer Science,Slice from index 1 to 3 → 'ell'.,1,2025-12-20T00:00:00Z,active
